"datestamp","site","interviews","anglers","chinook","coho","pink","chum","lingcod","halibut","sampleday","allsalmon","cuinterviews","cuanglers","cuchinook","cucoho","cupink","cuchum","culingcod","cuhalibut","cusampleday","cuallsalmon"
2017-09-09,"Shilshole",80,167,0,183,2,0,0,0,1,185,1423,2804,288,754,176,1,0,0,36,1219
2017-09-10,"Shilshole",59,128,0,91,1,0,0,0,1,92,1482,2932,288,845,177,1,0,0,37,1311
2017-09-11,"Shilshole",0,0,0,0,0,0,0,0,0,0,1482,2932,288,845,177,1,0,0,37,1311
2017-09-12,"Shilshole",0,0,0,0,0,0,0,0,0,0,1482,2932,288,845,177,1,0,0,37,1311
2017-09-13,"Shilshole",0,0,0,0,0,0,0,0,0,0,1482,2932,288,845,177,1,0,0,37,1311
2017-09-14,"Shilshole",0,0,0,0,0,0,0,0,0,0,1482,2932,288,845,177,1,0,0,37,1311
2017-09-15,"Shilshole",38,65,1,48,0,0,0,0,1,49,1520,2997,289,893,177,1,0,0,38,1360
2017-09-16,"Shilshole",111,235,2,206,0,0,0,0,1,208,1631,3232,291,1099,177,1,0,0,39,1568
2017-09-17,"Shilshole",65,141,1,98,0,0,0,0,1,99,1696,3373,292,1197,177,1,0,0,40,1667
2017-09-18,"Shilshole",0,0,0,0,0,0,0,0,0,0,1696,3373,292,1197,177,1,0,0,40,1667
2017-09-19,"Shilshole",0,0,0,0,0,0,0,0,0,0,1696,3373,292,1197,177,1,0,0,40,1667
2017-09-20,"Shilshole",0,0,0,0,0,0,0,0,0,0,1696,3373,292,1197,177,1,0,0,40,1667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-25,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-26,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-27,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-28,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-29,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-31,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-02,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-03,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-05,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-07,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-08,"Shipyard Cove",1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
2017-08-09,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-10,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-11,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-12,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-13,"Shipyard Cove",2,5,0,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,2,0
2017-08-14,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-15,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-16,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-17,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-18,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-19,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-20,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-21,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-22,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-23,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-24,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0
2017-08-25,"Shipyard Cove",2,4,1,0,2,0,0,0,1,3,5,10,1,0,2,0,0,0,3,3
2017-08-26,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-08-27,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-08-28,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-08-29,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-08-30,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-08-31,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-01,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-02,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-03,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-04,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-05,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-06,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-07,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-08,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,5,10,1,0,2,0,0,0,3,3
2017-09-09,"Shipyard Cove",1,1,0,0,0,0,0,0,1,0,6,11,1,0,2,0,0,0,4,3
2017-09-10,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,6,11,1,0,2,0,0,0,4,3
2017-09-11,"Shipyard Cove",3,6,1,0,0,0,0,0,1,1,9,17,2,0,2,0,0,0,5,4
2017-09-12,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
2017-09-13,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
2017-09-14,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
2017-09-15,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
2017-09-16,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
2017-09-17,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
2017-09-18,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
2017-09-19,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
2017-09-20,"Shipyard Cove",0,0,0,0,0,0,0,0,0,0,9,17,2,0,2,0,0,0,5,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-25,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-26,"Skokomish Ramp",12,25,1,0,5,0,0,0,1,6,12,25,1,0,5,0,0,0,1,6
2017-07-27,"Skokomish Ramp",5,10,1,0,1,0,0,0,1,2,17,35,2,0,6,0,0,0,2,8
2017-07-28,"Skokomish Ramp",10,16,1,0,3,0,0,0,1,4,27,51,3,0,9,0,0,0,3,12
2017-07-29,"Skokomish Ramp",19,40,0,0,3,0,0,0,1,3,46,91,3,0,12,0,0,0,4,15
2017-07-30,"Skokomish Ramp",8,16,0,0,5,0,0,0,1,5,54,107,3,0,17,0,0,0,5,20
2017-07-31,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,54,107,3,0,17,0,0,0,5,20
2017-08-01,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,54,107,3,0,17,0,0,0,5,20
2017-08-02,"Skokomish Ramp",2,3,0,0,0,0,0,0,1,0,56,110,3,0,17,0,0,0,6,20
2017-08-03,"Skokomish Ramp",5,7,1,0,0,0,0,0,1,1,61,117,4,0,17,0,0,0,7,21
2017-08-04,"Skokomish Ramp",12,22,2,0,3,0,0,0,1,5,73,139,6,0,20,0,0,0,8,26
2017-08-05,"Skokomish Ramp",15,26,4,0,0,0,0,0,1,4,88,165,10,0,20,0,0,0,9,30
2017-08-06,"Skokomish Ramp",10,23,3,0,0,0,0,0,1,3,98,188,13,0,20,0,0,0,10,33
2017-08-07,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,98,188,13,0,20,0,0,0,10,33
2017-08-08,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,98,188,13,0,20,0,0,0,10,33
2017-08-09,"Skokomish Ramp",5,11,3,0,0,0,0,0,1,3,103,199,16,0,20,0,0,0,11,36
2017-08-10,"Skokomish Ramp",9,20,10,0,0,0,0,0,1,10,112,219,26,0,20,0,0,0,12,46
2017-08-11,"Skokomish Ramp",11,25,7,0,0,0,0,0,1,7,123,244,33,0,20,0,0,0,13,53
2017-08-12,"Skokomish Ramp",20,45,15,1,1,0,0,0,1,17,143,289,48,1,21,0,0,0,14,70
2017-08-13,"Skokomish Ramp",13,30,11,0,0,0,0,0,1,11,156,319,59,1,21,0,0,0,15,81
2017-08-14,"Skokomish Ramp",2,2,0,0,0,0,0,0,1,0,158,321,59,1,21,0,0,0,16,81
2017-08-15,"Skokomish Ramp",3,5,0,1,0,0,0,0,1,1,161,326,59,2,21,0,0,0,17,82
2017-08-16,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,161,326,59,2,21,0,0,0,17,82
2017-08-17,"Skokomish Ramp",8,10,2,0,0,0,0,0,1,2,169,336,61,2,21,0,0,0,18,84
2017-08-18,"Skokomish Ramp",9,18,2,0,0,0,0,0,1,2,178,354,63,2,21,0,0,0,19,86
2017-08-19,"Skokomish Ramp",26,62,4,0,0,0,0,0,1,4,204,416,67,2,21,0,0,0,20,90
2017-08-20,"Skokomish Ramp",16,41,10,2,2,0,0,0,1,14,220,457,77,4,23,0,0,0,21,104
2017-08-21,"Skokomish Ramp",5,10,4,3,2,0,0,0,1,9,225,467,81,7,25,0,0,0,22,113
2017-08-22,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,225,467,81,7,25,0,0,0,22,113
2017-08-23,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,225,467,81,7,25,0,0,0,22,113
2017-08-24,"Skokomish Ramp",6,9,1,1,1,0,0,0,1,3,231,476,82,8,26,0,0,0,23,116
2017-08-25,"Skokomish Ramp",13,27,1,0,9,0,0,0,1,10,244,503,83,8,35,0,0,0,24,126
2017-08-26,"Skokomish Ramp",18,37,20,12,1,0,0,0,1,33,262,540,103,20,36,0,0,0,25,159
2017-08-27,"Skokomish Ramp",18,39,9,0,0,0,0,0,1,9,280,579,112,20,36,0,0,0,26,168
2017-08-28,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,280,579,112,20,36,0,0,0,26,168
2017-08-29,"Skokomish Ramp",0,0,0,0,0,0,0,0,0,0,280,579,112,20,36,0,0,0,26,168
2017-08-30,"Skokomish Ramp",7,10,6,2,0,0,0,0,1,8,287,589,118,22,36,0,0,0,27,176
2017-08-31,"Skokomish Ramp",8,13,0,0,0,0,0,0,1,0,295,602,118,22,36,0,0,0,28,176
